brand,store,fb_link,g_link
michael hill,Mt Ommaney,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-Mt-Ommaney-319790468082187/,"https://www.google.com.au/search?source=hp&ei=zXHLXYXoJeWdmgfMkIyYDg&q=michael+hill+Mt+Ommaney&oq=michael+hill+Mt+Ommaney&gs_l=psy-ab.3...93.195..206...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjFgv-JmeblAhXljuYKHUwIA-MQ4dUDCAY&uact=5#lrd=0x6b914e117a227c83:0x9b3a8424570bb0df,1,,,"
michael hill,Indooroopilly,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Indropilly-Michael-Hill-168640699858469/,"https://www.google.com.au/search?source=hp&ei=0HHLXa3aGebYz7sP5OGykA8&q=michael+hill+Indooroopilly&oq=michael+hill+Indooroopilly&gs_l=psy-ab.3...78.229..264...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwitgqqLmeblAhVm7HMBHeSwDPIQ4dUDCAY&uact=5#lrd=0x6b9150560aeed959:0xa118638d316b4d49,1,,,"
michael hill,Capalaba Park,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-Jewellers-Capalaba-Park-217041928376505/,"https://www.google.com.au/search?source=hp&ei=03HLXc7rItDAz7sP7v6q8A0&q=michael+hill+Capalaba+Park&oq=michael+hill+Capalaba+Park&gs_l=psy-ab.3...60.249..260...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiOoeqMmeblAhVQ4HMBHW6_Ct4Q4dUDCAY&uact=5#lrd=0x6b915d9275b9182d:0x4c26de643d3b9c5a,1,,,"
michael hill,Pacific Fair,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-Jeweller-671052126368225/,"https://www.google.com.au/search?source=hp&ei=1nHLXfqKOrzA3LUP97yY8AU&q=michael+hill+Pacific+Fair&oq=michael+hill+Pacific+Fair&gs_l=psy-ab.3...58.201..212...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwj6zbiOmeblAhU8ILcAHXceBl4Q4dUDCAY&uact=5#lrd=0x6b9104f092b4c7f1:0x77d9e48c4dccec18,1,,,"
michael hill,Browns Plains,https://www.facebook.com/MichaelHillBrownsPlains/?rf=169678733061322,"https://www.google.com.au/search?source=hp&ei=2nHLXbfNBuTbz7sP0JK2wAI&q=michael+hill+Browns+Plains&oq=michael+hill+Browns+Plains&gs_l=psy-ab.3...88.447..460...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwi3ovmPmeblAhXk7XMBHVCJDSgQ4dUDCAY&uact=5#lrd=0x6b91464053764fb1:0x48e2424b36e47c7a,1,,,"
michael hill,Helensvale,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-Helensvale-822750134524039/,"https://www.google.com.au/search?source=hp&ei=3XHLXdWsFZfAz7sPotS8oAg&q=michael+hill+Helensvale&oq=michael+hill+Helensvale&gs_l=psy-ab.3...128.261..294...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiVj7-RmeblAhUX4HMBHSIqD4QQ4dUDCAY&uact=5#lrd=0x6b9110feac05694f:0xd404cce241b4ecb6,1,,,"
michael hill,Ipswich Riverlink,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-1581145072205124/,"https://www.google.com.au/search?source=hp&ei=4HHLXa-NGKTaz7sP0cKysAw&q=michael+hill+Ipswich+Riverlink&oq=michael+hill+Ipswich+Riverlink&gs_l=psy-ab.3...116.297..307...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiv_fiSmeblAhUk7XMBHVGhDMYQ4dUDCAY&uact=5#lrd=0x6b96b440c9610ced:0xb3c396a30838b074,1,,,"
michael hill,Garden City,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-525159154352692/,
michael hill,Carindale,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-Jewellers-209067519469021/,"https://www.google.com.au/search?source=hp&ei=5XHLXZXCCpfaz7sPo8yFwAc&q=michael+hill+Carindale&oq=michael+hill+Carindale&gs_l=psy-ab.3...83.234..277...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjVyJyVmeblAhUX7XMBHSNmAXgQ4dUDCAY&uact=5#lrd=0x6b915b8db275afb5:0x111fa02a9b9aaa5b,1,,,"
michael hill,Robina,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-Jewellers-Robina-210547609073893/,"https://www.google.com.au/search?source=hp&ei=6HHLXazxCqfVz7sPnKiwoAU&q=michael+hill+Robina&oq=michael+hill+Robina&gs_l=psy-ab.3...85.166..178...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwishdSWmeblAhWn6nMBHRwUDFQQ4dUDCAY&uact=5#lrd=0x6b911cb61b5fc241:0x45069229cee2739,1,,,"
michael hill,Queens Plaza,,"https://www.google.com.au/search?source=hp&ei=63HLXf7zBrvD3LUPlPCK6AI&q=michael+hill+Queens+Plaza&oq=michael+hill+Queens+Plaza&gs_l=psy-ab.3...130.233..245...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwi-lYeYmeblAhW7IbcAHRS4Ai0Q4dUDCAY&uact=5#lrd=0x6b915a1cdd14ffed:0xb0fad6d09d4abb1f,1,,,"
michael hill,Harbourtown,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-2317219201935943/,
michael hill,Coomera,https://www.facebook.com/Michael-Hill-626237707820915/?ref=page_internal,"https://www.google.com.au/search?source=hp&ei=8HHLXfjcJLGKmgfF-Ir4Ag&q=michael+hill+Coomera&oq=michael+hill+Coomera&gs_l=psy-ab.3...169.256..266...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwj4lNaameblAhUxheYKHUW8Ai8Q4dUDCAY&uact=5#lrd=0x6b9113dfbd71dc09:0x472ee37f8983175f,1,,,"
michael hill,Rockhampton,https://www.facebook.com/MichaelHillRockhampton/,"https://www.google.com.au/search?source=hp&ei=83HLXYHdJv3hz7sP9o6l-A4&q=michael+hill+Rockhampton&oq=michael+hill+Rockhampton&gs_l=psy-ab.3...87.201..212...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjBoo-cmeblAhX98HMBHXZHCe8Q4dUDCAY&uact=5#lrd=0x6bc300e51e9590ab:0x817f0424d59ec4e6,1,,,"
michael hill,Cairns,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-Jeweller-1241288455900417/,"https://www.google.com.au/search?source=hp&ei=9nHLXf3bHfLWz7sPwNSDyA8&q=michael+hill+Cairns&oq=michael+hill+Cairns&gs_l=psy-ab.3...114.200..228...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwj9rr2dmeblAhVy63MBHUDqAPkQ4dUDCAY&uact=5#lrd=0x6978669131a58397:0xcfc9ca21176dbd6c,1,,,"
michael hill,Chermside,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-Chermside-1059081027441932/,"https://www.google.com.au/search?source=hp&ei=-XHLXdzBD4fSz7sP1pucmAw&q=michael+hill+Chermside&oq=michael+hill+Chermside&gs_l=psy-ab.3...79.163..178...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwicouaemeblAhUH6XMBHdYNB8MQ4dUDCAY&uact=5#lrd=0x6b9157f44c555555:0x49e3dbcb9ff2b218,1,,,"
michael hill,Strathpine,https://www.facebook.com/MichaelHillStrathpine/,"https://www.google.com.au/search?source=hp&ei=-3HLXbGNMJnC3LUP77GNkAE&q=michael+hill+Strathpine&oq=michael+hill+Strathpine&gs_l=psy-ab.3...102.214..226...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjx9oCgmeblAhUZIbcAHe9YAxIQ4dUDCAY&uact=5#lrd=0x6b93fcc04717ab7d:0xf70d077a8df7db8f,1,,,"
michael hill,Mackay Canelands,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-Jeweller-931012460348535/,"https://www.google.com.au/search?source=hp&ei=_nHLXcDaLLzWz7sPwpCdgA0&q=michael+hill+Mackay+Canelands&oq=michael+hill+Mackay+Canelands&gs_l=psy-ab.3...128.293..304...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjA0bShmeblAhU863MBHUJIB9AQ4dUDCAY&uact=5#lrd=0x6bdbd3f5e270e2eb:0xca486e636f349bbb,1,,,"
michael hill,The Willows,,
michael hill,Maroochydore,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-Jewellers-163030313847144/,"https://www.google.com.au/search?source=hp&ei=A3LLXdL8EOfUz7sPhKiUkAU&q=michael+hill+Maroochydore&oq=michael+hill+Maroochydore&gs_l=psy-ab.3...75.172..184...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiSisqjmeblAhVn6nMBHQQUBVIQ4dUDCAY&uact=5#lrd=0x6b937661a212ffd1:0xb7f200d0730cbabe,1,,,"
michael hill,Kawana Waters,https://www.facebook.com/opal.mhj/about/?ref=page_internal,"https://www.google.com.au/search?source=hp&ei=BnLLXbq8Ir7az7sPvvmriAU&q=michael+hill+Kawana+Waters&oq=michael+hill+Kawana+Waters&gs_l=psy-ab.3...97.291..302...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwi615KlmeblAhU-7XMBHb78ClEQ4dUDCAY&uact=5#lrd=0x6d40adb04bfc6333:0x91ee415c3928213d,1,,,"
michael hill,Townsville Stockland,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-Stockland-189730061073404/,"https://www.google.com.au/search?source=hp&ei=CXLLXeebF9W1mgfv_7LYBw&q=michael+hill+Townsville+Stockland&oq=michael+hill+Townsville+Stockland&gs_l=psy-ab.3...106.387..400...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwinxL6mmeblAhXVmuYKHe-_DHsQ4dUDCAY&uact=5#lrd=0x6bd5fa1f85a0d209:0xb9ee2b2bb9dc193d,1,,,"
michael hill,Cairns Central,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-Cairns-Central-652667294778889/,"https://www.google.com.au/search?source=hp&ei=DHLLXcjOJfOLmgfIi6CgDw&q=michael+hill+Cairns+Central&oq=michael+hill+Cairns+Central&gs_l=psy-ab.3...219.413..424...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjIhISomeblAhXzheYKHcgFCPQQ4dUDCAY&uact=5#lrd=0x6978669131a58397:0xcfc9ca21176dbd6c,1,,,"
michael hill,North Lakes,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-Northlakes-280300392350873/,"https://www.google.com.au/search?source=hp&ei=D3LLXcbdKofdz7sPlpCYqAo&q=michael+hill+North+Lakes&oq=michael+hill+North+Lakes&gs_l=psy-ab.3...81.204..217...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiGocCpmeblAhWH7nMBHRYIBqUQ4dUDCAY&uact=5#lrd=0x6b93e5297e819c7d:0x41b60a3d8f6638c5,1,,,"
michael hill,Morayfield,https://www.facebook.com/MichaelHillMorayfield/,"https://www.google.com.au/search?source=hp&ei=EnLLXYf3KNXfz7sP14Sq6Ac&q=michael+hill+Morayfield&oq=michael+hill+Morayfield&gs_l=psy-ab.3...67.151..161...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiHyPWqmeblAhXV73MBHVeCCn0Q4dUDCAY&uact=5#lrd=0x6b93f165aee355bd:0xac0859ade8cafea8,1,,,"
michael hill,Castletown,,"https://www.google.com.au/search?source=hp&ei=FXLLXaWeEO3Yz7sP7uqR6AI&q=michael+hill+Castletown&oq=michael+hill+Castletown&gs_l=psy-ab.3...111.204..215...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjl_JOsmeblAhVt7HMBHW51BC0Q4dUDCAY&uact=5#lrd=0x6bd5f81000000001:0x8626489ddc0a1204,1,,,"
michael hill,Peninsula Fair,https://www.facebook.com/MichaelHillPeninsulaFair/?rf=154924295236267,"https://www.google.com.au/search?source=hp&ei=GHLLXbemCJ3Xz7sP87qzwAI&q=michael+hill+Peninsula+Fair&oq=michael+hill+Peninsula+Fair&gs_l=psy-ab.3...168.530..549...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwi3ksOtmeblAhWd63MBHXPdDCgQ4dUDCAY&uact=5#lrd=0x6b93e5f279c33aef:0x665cee324ddc310b,1,,,"
michael hill,Hinkler,https://zh-cn.facebook.com/HinklerCentral/photos/keep-your-michael-hill-jewellery-sparkling-as-much-as-the-day-you-fell-in-love-w/1270381336472450/,"https://www.google.com.au/search?source=hp&ei=G3LLXZT1HKvYz7sPgY6T6A4&q=michael+hill+Hinkler&oq=michael+hill+Hinkler&gs_l=psy-ab.3...105.300..327...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjU7o6vmeblAhUr7HMBHQHHBO0Q4dUDCAY&uact=5#lrd=0x6bebb9494afd2ccb:0x55d57b00356e689a,1,,,"
michael hill,Hervey Bay,https://www.facebook.com/MichaelHillHerveyBay/,"https://www.google.com.au/search?source=hp&ei=HnLLXd_xKqOGmgeThpb4Ag&q=michael+hill+Hervey+Bay&oq=michael+hill+Hervey+Bay&gs_l=psy-ab.3...99.308..319...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjf-NOwmeblAhUjg-YKHRODBS8Q4dUDCAY&uact=5#lrd=0x6bec802b4913fb79:0x493a02e4f387b3ff,1,,,"
michael hill,DFO Brisbane,,"https://www.google.com.au/search?source=hp&ei=InLLXaTIH8vB3LUPhNSryAQ&q=michael+hill+DFO+Brisbane&oq=michael+hill+DFO+Brisbane&gs_l=psy-ab.3...85.298..309...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwik4byymeblAhXLILcAHQTqCkkQ4dUDCAY&uact=5#lrd=0x6b9158e94fb30e93:0xda7290b593fa1f99,1,,,"
michael hill,Rosny Park,https://www.facebook.com/MichaelHillRosnyPark/,"https://www.google.com.au/search?source=hp&ei=JXLLXYz4I6WYmgeb6qyYCw&q=michael+hill+Rosny+Park&oq=michael+hill+Rosny+Park&gs_l=psy-ab.3...113.313..335...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjMnvizmeblAhUljOYKHRs1C7MQ4dUDCAY&uact=5#lrd=0xaa6ddff4f82403e1:0xdbfbc5ce55c1530f,1,,,"
michael hill,Hobart CBD,,"https://www.google.com.au/search?source=hp&ei=KXLLXb_SC_2_3LUP_8qUkAI&q=michael+hill+Hobart+CBD&oq=michael+hill+Hobart+CBD&gs_l=psy-ab.3...121.281..292...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwj_itS1meblAhX9H7cAHX8lBSIQ4dUDCAY&uact=5#lrd=0xaa6e75853da22e77:0x77169e8ef5a7b4c8,1,,,"
michael hill,Launceston,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-955884377947424/,"https://www.google.com.au/search?source=hp&ei=LHLLXZuVC8Dcz7sPpaW7mAQ&q=michael+hill+Launceston&oq=michael+hill+Launceston&gs_l=psy-ab.3...107.366..377...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwib24q3meblAhVA7nMBHaXSDkMQ4dUDCAY&uact=5#lrd=0xaa70a7c12735c237:0x23f9b428112c1a2d,1,,,"
michael hill,Northgate Hobart,,"https://www.google.com.au/search?source=hp&ei=L3LLXc3oMYjD3LUPps6BwAc&q=michael+hill+Northgate+Hobart&oq=michael+hill+Northgate+Hobart&gs_l=psy-ab.3...102.302..313...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiNvOi4meblAhWIIbcAHSZnAHgQ4dUDCAY&uact=5#lrd=0xaa6e74a72ffbb3bb:0x5c28d7cbdaa86c0b,1,,,"
michael hill,Greensborough,https://www.facebook.com/Michael-Hill-Jeweller-175917299132085/,"https://www.google.com.au/search?source=hp&ei=MnLLXdaFLfGZmgfLiZ_IDA&q=michael+hill+Greensborough&oq=michael+hill+Greensborough&gs_l=psy-ab.3...95.252..278...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjW5pq6meblAhXxjOYKHcvEB8kQ4dUDCAY&uact=5#lrd=0x6ad6485ae8c92b4b:0x27306f7b16693d86,1,,,"
michael hill,Broadmeadows,https://www.facebook.com/MichaelHillBroadmeadows/,"https://www.google.com.au/search?source=hp&ei=NXLLXY6WL5Kamge14aCwCg&q=michael+hill+Broadmeadows&oq=michael+hill+Broadmeadows&gs_l=psy-ab.3...78.263..275...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjOhNS7meblAhUSjeYKHbUwCKYQ4dUDCAY&uact=5#lrd=0x6ad65a899b776393:0x2e72ada50af95355,1,,,"
michael hill,Epping Plaza,https://mobile.facebook.com/Michael-Hill-Jewellers-1000299460048505/,"https://www.google.com.au/search?source=hp&ei=OHLLXc-cMsPZz7sPju69-Ao&q=michael+hill+Epping+Plaza&oq=michael+hill+Epping+Plaza&gs_l=psy-ab.3...76.248..260...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjPmI69meblAhXD7HMBHQ53D68Q4dUDCAY&uact=5#lrd=0x6ad64ee8d1130903:0xe843f61c67470436,1,,,"
michael hill,Plenty Valley,https://www.facebook.com/MichaelHillJ/posts/for-those-who-choose-to-soar-the-new-mark-hill-collection-features-beautiful-jew/2583923194951049/,"https://www.google.com.au/search?source=hp&ei=O3LLXYKwG7_Uz7sPkcC1uAM&q=michael+hill+Plenty+Valley&oq=michael+hill+Plenty+Valley&gs_l=psy-ab.3...97.206..218...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjCua6-meblAhU_6nMBHRFgDTcQ4dUDCAY&uact=5#lrd=0x6ad6495d237f624b:0x3d82df22f79d1b00,1,,,"
michael hill,Northland,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-Jewellery-Northland-1671543583097196/,
michael hill,Doncaster,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-Doncaster-135781793175556/,"https://www.google.com.au/search?source=hp&ei=QHLLXaGuAeW0mgfu2oiIDw&q=michael+hill+Doncaster&oq=michael+hill+Doncaster&gs_l=psy-ab.3...86.205..217...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwihzsXAmeblAhVlmuYKHW4tAvEQ4dUDCAY&uact=5#lrd=0x6ad6476fed95547f:0xb124c159f0ff33b5,1,,,"
michael hill,Craigieburn,https://www.facebook.com/craigieburncentral/photos/michael-hill-invites-you-to-their-vip-event-tuesday-16-august-phone-8339-4188-to/1220523631331355/,"https://www.google.com.au/search?source=hp&ei=QnLLXfPSOPvAz7sPu8W2GA&q=michael+hill+Craigieburn&oq=michael+hill+Craigieburn&gs_l=psy-ab.3...126.296..311...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjz-_bBmeblAhV74HMBHbuiDQMQ4dUDCAY&uact=5#lrd=0x6ad6517ebf00f311:0x219b231da703188e,1,,,"
michael hill,Airport West,https://www.facebook.com/MichaelHillAirportWest,"https://www.google.com.au/search?source=hp&ei=RXLLXcG6O8_iz7sP78KcsAY&q=michael+hill+Airport+West&oq=michael+hill+Airport+West&gs_l=psy-ab.3...112.320..345...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiB8bDDmeblAhVP8XMBHW8hB2YQ4dUDCAY&uact=5#lrd=0x6ad65bf90c852653:0xf1b23b1553da1aee,1,,,"
michael hill,DFO Essendon,,"https://www.google.com.au/search?source=hp&ei=SXLLXZSFA9rC3LUP09euuAQ&q=michael+hill+DFO+Essendon&oq=michael+hill+DFO+Essendon&gs_l=psy-ab.3...100.200..211...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjUzezEmeblAhVaIbcAHdOrC0cQ4dUDCAY&uact=5#lrd=0x6ad65bb61981e4bf:0xe8e166dfb88bf50e,1,,,"
michael hill,Eastlands,https://sw-ke.latest.facebook.com/eastlandscentretas/posts/2770933066258534,
michael hill,Chirnside Park,,"https://www.google.com.au/search?source=hp&ei=TXLLXaHHOcXSz7sPldWRkAU&q=michael+hill+Chirnside+Park&oq=michael+hill+Chirnside+Park&gs_l=psy-ab.3...107.315..324...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjhoZfHmeblAhVF6XMBHZVqBFIQ4dUDCAY&uact=5#lrd=0x6b28172edc926859:0xe711d9803e8c2056,1,,,"
michael hill,Forest Hill,https://www.facebook.com/pages/category/Financial-Service/Michael-Hill-Forest-Hill-Chase-718490441517566/,"https://www.google.com.au/search?source=hp&ei=UHLLXbP9ItjVz7sPxJya4A4&q=michael+hill+Forest+Hill&oq=michael+hill+Forest+Hill&gs_l=psy-ab.3...99.195..218...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiz5bfImeblAhXY6nMBHUSOBuwQ4dUDCAY&uact=5#lrd=0x6ad63f39892012d1:0xfdea6239ed4c3bc7,1,,,"
michael hill,DFO Moorabbin,,"https://www.google.com.au/search?source=hp&ei=U3LLXZ6bH-nUz7sPjYyx-Aw&q=michael+hill+DFO+Moorabbin&oq=michael+hill+DFO+Moorabbin&gs_l=psy-ab.3...80.210..222...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjekOvJmeblAhVp6nMBHQ1GDM8Q4dUDCAY&uact=5#lrd=0x6ad66c5e9035dea7:0xddd4d70ef0890e0,1,,,"
michael hill,Mildura,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-572066956460490/,"https://www.google.com.au/search?source=hp&ei=V3LLXc3uB6O-3LUP8uGk8A8&q=michael+hill+Mildura&oq=michael+hill+Mildura&gs_l=psy-ab.3...87.161..170...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiN9sfLmeblAhUjH7cAHfIwCf4Q4dUDCAY&uact=5#lrd=0x6ac30432692a228f:0xfd955475f997744f,1,,,"
michael hill,Fountain Gate,https://www.facebook.com/pages/category/Jewelry---Watches-Company/Michael-Hill-Fountain-Gate-130852170335520/,"https://www.google.com.au/search?source=hp&ei=WXLLXeCfOqfVz7sPnKiwoAU&q=michael+hill+Fountain+Gate&oq=michael+hill+Fountain+Gate&gs_l=psy-ab.3...89.216..229...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwigsPTMmeblAhWn6nMBHRwUDFQQ4dUDCAY&uact=5#lrd=0x6ad610ad94701db9:0xd2efedabe1101ccb,1,,,"
michael hill,The Glen,https://www.facebook.com/MichaelHillWoodgrove,"https://www.google.com.au/search?source=hp&ei=XHLLXbbmM7XWz7sPgJaowAE&q=michael+hill+The+Glen&oq=michael+hill+The+Glen&gs_l=psy-ab.3...89.211..222...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwi2hKXOmeblAhU163MBHQALChgQ4dUDCAY&uact=5#lrd=0x6ad63fb95ae7fdb3:0x41e109ac40c67bdc,1,,,"
michael hill,Dandenong,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-237618270111658/,"https://www.google.com.au/search?source=hp&ei=X3LLXZOzJqXcz7sPtq6qgAE&q=michael+hill+Dandenong&oq=michael+hill+Dandenong&gs_l=psy-ab.3...82.174..185...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjT3s7PmeblAhUl7nMBHTaXChAQ4dUDCAY&uact=5#lrd=0x6ad61405df5cb053:0x26653f1627bb83b8,1,,,"
michael hill,Knox City,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Knox-City-Michael-Hill-210589058992297/,"https://www.google.com.au/search?source=hp&ei=YnLLXc2IJf_Cz7sPzcKiqA8&q=michael+hill+Knox+City&oq=michael+hill+Knox+City&gs_l=psy-ab.3...109.228..246...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwjNwYTRmeblAhV_4XMBHU2hCPUQ4dUDCAY&uact=5#lrd=0x6ad63c1672232323:0x177e9e77eebf5c1f,1,,,"
michael hill,Parkmore,https://www.facebook.com/ParkmoreShoppingCentre/photos/slam-dunk-sale-at-at-michael-hill-parkmore-starts-tomorrow-and-goes-until-sunday/1111085178952621/,"https://www.google.com.au/search?source=hp&ei=ZXLLXcesOtfZz7sPyde7yA0&q=michael+hill+Parkmore&oq=michael+hill+Parkmore&gs_l=psy-ab.3...88.225..237...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiH89DSmeblAhXX7HMBHcnrDtkQ4dUDCAY&uact=5#lrd=0x6ad61372f4d6ed9d:0x90e28cb77e42fcf9,1,,,"
michael hill,Bayside North,,
michael hill,Karingal,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-Karingal-116049785154038/,"https://www.google.com.au/search?source=hp&ei=a3LLXeCfJtLTz7sP7J27uA8&q=michael+hill+Karingal&oq=michael+hill+Karingal&gs_l=psy-ab.3...63.138..150...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiggavVmeblAhXS6XMBHezODvcQ4dUDCAY&uact=5#lrd=0x6ad60b1a23a009a5:0x9610f9be8fe7e2c4,1,,,"
michael hill,Southland,https://www.facebook.com/pages/category/Jewelry---Watches-Store/Michael-Hill-Jewellery-Southland-476395719224595/,"https://www.google.com.au/search?source=hp&ei=b3LLXb67DIfdz7sPlpCYqAo&q=michael+hill+Southland&oq=michael+hill+Southland&gs_l=psy-ab.3...46.131..144...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwj-roXXmeblAhWH7nMBHRYIBqUQ4dUDCAY&uact=5#lrd=0x6ad66c21141695fd:0xadc0cf6aca9d8827,1,,,"
michael hill,Wendouree,https://www.facebook.com/MichaelHillWendouree/,"https://www.google.com.au/search?source=hp&ei=cXLLXdWFNpnC3LUP77GNkAE&q=michael+hill+Wendouree&oq=michael+hill+Wendouree&gs_l=psy-ab.3...98.225..254...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiVgqnYmeblAhUZIbcAHe9YAxIQ4dUDCAY&uact=5#lrd=0x6ad14389fe7439cf:0x99e6a6ca582a8fd3,1,,,"
michael hill,Cranbourne Park,https://www.facebook.com/Michael-Hill-Cranbourne-Park-1624304294492888/about/,"https://www.google.com.au/search?source=hp&ei=dHLLXf3OLaTdz7sPm5mLoA4&q=michael+hill+Cranbourne+Park&oq=michael+hill+Cranbourne+Park&gs_l=psy-ab.3...71.177..193...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwj92NfZmeblAhWk7nMBHZvMAuQQ4dUDCAY&uact=5#lrd=0x6ad60fb887607e6d:0xa046ae471920a694,1,,,"
michael hill,Casey Victoria,,"https://www.google.com.au/search?source=hp&ei=d3LLXbjYJePFz7sPhPmLwAs&q=michael+hill+Casey+Victoria&oq=michael+hill+Casey+Victoria&gs_l=psy-ab.3...94.222..247...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwj474bbmeblAhXj4nMBHYT8ArgQ4dUDCAY&uact=5#lrd=0x6ad6106f9df94355:0xb136640426d1e6c1,1,,,"
michael hill,Chadstone,,"https://www.google.com.au/search?source=hp&ei=enLLXYjnHP7Ez7sP8NmC8A4&q=michael+hill+Chadstone&oq=michael+hill+Chadstone&gs_l=psy-ab.3...93.219..243...0.0..0.0.0.......0....1..gws-wiz.&ved=0ahUKEwiIjLXcmeblAhV-4nMBHfCsAO4Q4dUDCAY&uact=5#lrd=0x6ad66a686f9a4bc9:0x6f869a5ca88b911f,1,,,"
